 format: day,hour,forecast,value  location:60_37 Start : 20160101 
 4,0500,+13,30.000000 
 4,0500,+16,30.000000 
 4,0500,+19,60.000000 
 4,0500,+22,60.000000 
 4,0500,+25,60.000000 
 4,0500,+28,30.000000 
 4,0500,+31,30.000000 
 4,0500,+34,30.000000 
 4,0500,+37,20.000000 
 4,0500,+40,20.000000 
 4,0500,+43,20.000000 
 4,0500,+46,20.000000 
 4,0500,+49,20.000000 
 4,0500,+52,20.000000 
 4,0500,+55,20.000000 
 4,0500,+58,20.000000 
 4,0800,+4,30.000000 
 4,0800,+7,30.000000 
 4,0800,+10,30.000000 
 4,0800,+13,60.000000 
 4,0800,+16,60.000000 
 4,0800,+19,70.000000 
 4,0800,+22,60.000000 
 4,0800,+25,61.000000 
 4,0800,+28,30.000000 
 4,0800,+31,30.000000 
 4,0800,+34,20.000000 
 4,0800,+37,20.000000 
 4,0800,+40,20.000000 
 4,0800,+43,20.000000 
 4,0800,+46,20.000000 
 4,0800,+49,20.000000 
 4,0800,+52,20.000000 
 4,0800,+55,20.000000 
 4,1100,+4,30.000000 
 4,1100,+7,30.000000 
 4,1100,+10,60.000000 
 4,1100,+13,60.000000 
 4,1100,+16,70.000000 
 4,1100,+19,60.000000 
 4,1100,+22,61.000000 
 4,1100,+25,30.000000 
 4,1100,+28,30.000000 
 4,1100,+31,20.000000 
 4,1100,+34,20.000000 
 4,1100,+37,20.000000 
 4,1100,+40,20.000000 
 4,1100,+43,20.000000 
 4,1100,+46,20.000000 
 4,1100,+49,20.000000 
 4,1100,+52,20.000000 
 4,1400,+4,47.000000 
 4,1400,+7,60.000000 
 4,1400,+10,60.000000 
 4,1400,+13,70.000000 
 4,1400,+16,60.000000 
 4,1400,+19,61.000000 
 4,1400,+22,30.000000 
 4,1400,+25,30.000000 
 4,1400,+28,20.000000 
 4,1400,+31,20.000000 
 4,1400,+34,20.000000 
 4,1400,+37,20.000000 
 4,1400,+40,20.000000 
 4,1400,+43,20.000000 
 4,1400,+46,20.000000 
 4,1400,+49,20.000000 
 4,1700,+4,60.000000 
 4,1700,+7,60.000000 
 4,1700,+10,70.000000 
 4,1700,+13,60.000000 
 4,1700,+16,61.000000 
 4,1700,+19,30.000000 
 4,1700,+22,30.000000 
 4,1700,+25,20.000000 
 4,1700,+28,20.000000 
 4,1700,+31,20.000000 
 4,1700,+34,20.000000 
 4,1700,+37,20.000000 
 4,1700,+40,20.000000 
 4,1700,+43,20.000000 
 4,1700,+46,20.000000 
 4,2000,+4,60.000000 
 4,2000,+7,70.000000 
 4,2000,+10,60.000000 
