지점,일시,기온(C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(C),5cm 지중온도(C),10cm 지중온도(C),20cm 지중온도(C),30cm 지중온도(C)
185,2017-06-01 19:00,18.5,,6.3,340,99,21,18.3,993.1,1001.3,0,.17,,,,,,,547,,,25.3,,,,
185,2017-06-01 20:00,17.2,,6.5,340,100,19.5,17.1,993.7,1002,0,0,,,,,,,13,,,23.3,,,,
185,2017-06-01 21:00,17.6,,7.3,340,100,20,17.5,994.2,1002.5,,,,,,,,,493,,,22.4,,,,
185,2017-06-01 22:00,17.5,,5.9,360,98,19.5,17.1,995.2,1003.5,,,,,,,,,882,,,21.5,,,,
185,2017-06-01 23:00,17.4,,6.3,340,98,19.4,17,995.3,1003.6,,,,,,,,,975,,,20.8,,,,
185,2017-06-02 00:00,17.1,,4.5,340,100,19.4,17,995.4,1003.7,,,,,,,,,593,,,19.9,,,,
185,2017-06-02 01:00,16.8,,5.5,340,99,18.9,16.6,995.4,1003.7,,,,,,,,,655,,,19.3,,,,
185,2017-06-02 02:00,16.8,,5.1,340,99,18.9,16.6,995.5,1003.8,,,,,,,,,628,,,18.9,,,,
185,2017-06-02 03:00,16.8,,5.2,340,97,18.5,16.3,995.9,1004.2,,,,,,,,,1012,,,18.6,,,,
185,2017-06-02 04:00,16.7,,5.3,340,97,18.4,16.2,996.1,1004.4,,,,,,,,,1033,,,18.2,,,,
185,2017-06-02 05:00,16.4,,4,360,97,18.1,15.9,996.1,1004.4,,,,,,,,,853,,,18,,,,
185,2017-06-02 06:00,16.7,,4.9,340,96,18.2,16,996.1,1004.4,.1,.01,,,,,,,1017,,,17.8,,,,
185,2017-06-02 07:00,16.8,,4.9,340,94,17.9,15.8,996.6,1004.9,.8,.29,,,,,,,1287,,,18.8,,,,
185,2017-06-02 08:00,17.8,,5.3,340,84,17,15,996.9,1005.2,1,.75,,,,,,,1613,,,22.1,,,,
185,2017-06-02 09:00,18.1,,5.8,340,81,16.7,14.7,997,1005.3,1,1.37,,,,,,,1802,,,26.1,,,,
185,2017-06-02 10:00,19,,5.5,340,76,16.6,14.6,996.9,1005.1,1,1.85,,,,,,,1745,,,30.6,,,,
185,2017-06-02 11:00,19,,6.8,340,77,16.8,14.8,996.9,1005.1,1,2.28,,,,,,,1815,,,34.5,,,,
185,2017-06-02 12:00,19.5,,5.6,340,75,16.9,14.9,996.8,1005,1,2.53,,,,,,,1856,,,36.9,,,,
185,2017-06-02 13:00,19.8,,5.3,340,76,17.5,15.4,996.6,1004.8,1,2.59,,,,,,,1684,,,39.4,,,,
185,2017-06-02 14:00,21.3,,5.5,340,75,18.9,16.6,996.1,1004.3,1,2.49,,,,,,,1910,,,42.3,,,,
185,2017-06-02 15:00,19.5,,7.1,340,79,17.8,15.7,996.1,1004.3,1,2.21,,,,,,,1731,,,40.1,,,,
185,2017-06-02 16:00,19.5,,6,340,77,17.4,15.3,996.4,1004.6,1,1.92,,,,,,,1867,,,36.5,,,,
185,2017-06-02 17:00,19.5,,6.1,340,71,16,14,996.5,1004.7,1,1.46,,,,,,,1875,,,32.9,,,,
185,2017-06-02 18:00,19.4,,5.4,340,74,16.6,14.6,996.7,1004.9,1,.89,,,,,,,2000,,,28.7,,,,
185,2017-06-02 19:00,18.8,,5.3,340,72,15.6,13.6,997.3,1005.5,1,.38,,,,,,,2000,,,25.3,,,,
185,2017-06-02 20:00,18,,4.6,360,77,15.9,13.9,997.3,1005.6,.1,.03,,,,,,,2000,,,23,,,,
185,2017-06-02 21:00,17.7,,3.3,360,77,15.6,13.6,997.7,1006,,,,,,,,,2000,,,21.4,,,,
185,2017-06-02 22:00,17.6,,3.9,360,76,15.3,13.3,998.3,1006.6,,,,,,,,,2000,,,20.4,,,,
185,2017-06-02 23:00,17.5,,4.3,360,76,15.2,13.2,998.5,1006.8,,,,,,,,,2000,,,19.7,,,,
185,2017-06-03 00:00,17.3,,5.1,340,80,15.8,13.8,998.7,1007,,,,,,,,,2000,,,19.4,,,,
185,2017-06-03 01:00,17,,5.8,360,80,15.5,13.5,998.8,1007.1,,,,,,,,,2000,,,18.7,,,,
185,2017-06-03 02:00,16.7,,6.8,20,77,14.6,12.6,998.5,1006.9,,,,,,,,,2000,,,18.3,,,,
185,2017-06-03 03:00,17.3,,7,20,57,11.2,8.6,998.2,1006.5,,,,,,,,,2000,,,17.7,,,,
185,2017-06-03 04:00,17.4,,7.7,360,64,12.7,10.5,998.4,1006.7,,,,,,,,,2000,,,17.4,,,,
185,2017-06-03 05:00,16.9,,5.8,360,61,11.7,9.3,998.6,1006.9,,,,,,,,,2000,,,17.3,,,,
185,2017-06-03 06:00,16.8,,4,20,79,15.1,13.1,999.8,1008.2,0,.01,,,,,,,2000,,,17.4,,,,
185,2017-06-03 07:00,17.2,,5.2,50,75,14.7,12.7,999.5,1007.8,.7,.26,,,,,,,2000,,,18.8,,,,
185,2017-06-03 08:00,20.3,,2.7,20,56,13.3,11.2,1000.2,1008.5,1,.7,,,,,,,2000,,,23.1,,,,
185,2017-06-03 09:00,20.9,,2.4,360,58,14.3,12.3,1000.4,1008.6,1,1.18,,,,,,,1989,,,28.7,,,,
185,2017-06-03 10:00,19.6,,3.7,340,72,16.4,14.4,1000.3,1008.5,1,1.49,,,,,,,2000,,,32.5,,,,
185,2017-06-03 11:00,19.9,,6.3,340,75,17.4,15.3,1000.4,1008.7,1,2.04,,,,,,,2000,,,35.8,,,,
185,2017-06-03 12:00,19.6,,6.1,340,68,15.5,13.5,1000.2,1008.4,1,2.3,,,,,,,2000,,,38.1,,,,
185,2017-06-03 13:00,19.4,,7.2,340,66,14.8,12.8,1000.2,1008.4,1,2.39,,,,,,,2000,,,37.7,,,,
185,2017-06-03 14:00,19,,7.3,340,76,16.6,14.6,1000.2,1008.5,1,2.2,,,,,,,2000,,,36.9,,,,
185,2017-06-03 15:00,19,,7,340,80,17.5,15.4,1000.2,1008.5,1,1.92,,,,,,,2000,,,36.2,,,,
185,2017-06-03 16:00,18.9,,6.4,340,80,17.4,15.3,1000.2,1008.5,1,1.36,,,,,,,1979,,,32.4,,,,
185,2017-06-03 17:00,18.6,,6.2,340,75,16,14,1000.5,1008.8,1,1.07,,,,,,,2000,,,30.1,,,,
185,2017-06-03 18:00,18.4,,6.1,340,75,15.8,13.8,1000.6,1008.9,.3,.48,,,,,,,2000,,,26.9,,,,
185,2017-06-03 19:00,17.5,,7,340,84,16.7,14.7,1000.7,1009,0,.26,,,,,,,2000,,,24.6,,,,
185,2017-06-03 20:00,17.3,,6.7,340,86,16.9,14.9,1000.9,1009.2,0,.03,,,,,,,2000,,,22.5,,,,
185,2017-06-03 21:00,17.3,,5.6,340,86,16.9,14.9,1001.4,1009.7,,,,,,,,,2000,,,21.4,,,,
185,2017-06-03 22:00,17.3,,5.7,360,85,16.7,14.7,1001.6,1010,,,,,,,,,2000,,,20.8,,,,
185,2017-06-03 23:00,17.4,,5.9,340,84,16.6,14.6,1001.5,1009.8,,,,,,,,,2000,,,20.3,,,,
185,2017-06-04 00:00,17.2,,6.4,360,84,16.4,14.4,1001.4,1009.8,,,,,,,,,2000,,,19.7,,,,
185,2017-06-04 01:00,17.2,,6.3,360,83,16.2,14.2,1001.5,1009.9,,,,,,,,,2000,,,19.4,,,,
185,2017-06-04 02:00,17.1,,6.2,360,79,15.4,13.4,1001.3,1009.7,,,,,,,,,2000,,,18.8,,,,
185,2017-06-04 03:00,16.9,,6.5,360,80,15.4,13.4,1000.9,1009.3,,,,,,,,,2000,,,18.3,,,,
185,2017-06-04 04:00,16.7,,5.5,20,80,15.2,13.2,1001.2,1009.6,,,,,,,,,2000,,,17.8,,,,
185,2017-06-04 05:00,16.7,,6,360,75,14.2,12.2,1001.6,1010,,,,,,,,,2000,,,17.3,,,,
185,2017-06-04 06:00,16.6,,6.1,360,78,14.7,12.7,1001.6,1010,0,.02,,,,,,,2000,,,17.1,,,,
185,2017-06-04 07:00,17.2,,6.3,360,77,15.1,13.1,1001.9,1010.3,1,.29,,,,,,,2000,,,18.6,,,,
185,2017-06-04 08:00,17.8,,7.4,360,69,14,12,1002.4,1010.7,1,.78,,,,,,,2000,,,22.6,,,,
185,2017-06-04 09:00,17.9,,6.4,360,69,14.1,12.1,1002.6,1010.9,1,1.36,,,,,,,1992,,,27.4,,,,
185,2017-06-04 10:00,19.2,,5.5,360,69,15.3,13.3,1002.8,1011.1,1,1.87,,,,,,,1993,,,32.9,,,,
185,2017-06-04 11:00,18.8,,6,360,70,15.2,13.2,1002.7,1011,1,2.23,,,,,,,2000,,,36,,,,
185,2017-06-04 12:00,19.6,,5,360,63,14.3,12.3,1002.8,1011.1,1,2.53,,,,,,,2000,,,39.8,,,,
185,2017-06-04 13:00,20.5,,5.3,340,69,16.6,14.6,1002.7,1011,1,2.56,,,,,,,2000,,,41.4,,,,
185,2017-06-04 14:00,20.9,,4.8,340,70,17.3,15.2,1002.5,1010.8,1,2.43,,,,,,,2000,,,43.1,,,,
185,2017-06-04 15:00,20.8,,5,340,71,17.4,15.3,1002.5,1010.8,1,2.24,,,,,,,2000,,,43.1,,,,
185,2017-06-04 16:00,21.5,,4.3,320,69,17.6,15.5,1002.5,1010.7,1,1.85,,,,,,,2000,,,40.9,,,,
185,2017-06-04 17:00,21,,3.3,340,71,17.6,15.5,1002.3,1010.6,1,1.38,,,,,,,1971,,,37.2,,,,
185,2017-06-04 18:00,20.1,,4.7,340,77,18.1,15.9,1002.7,1011,1,.89,,,,,,,1999,,,32.3,,,,
185,2017-06-04 19:00,18.5,,3.4,340,87,18.4,16.2,1003.4,1011.7,1,.38,,,,,,,2000,,,27.9,,,,
185,2017-06-04 20:00,18.3,,2.8,360,81,16.9,14.9,1004,1012.3,.1,.04,,,,,,,1990,,,24.6,,,,
185,2017-06-04 21:00,18.9,,3.6,20,69,15,13,1004.4,1012.7,,,,,,,,,2000,,,22.7,,,,
185,2017-06-04 22:00,18.9,,4.2,360,72,15.7,13.7,1005.2,1013.5,,,,,,,,,2000,,,21.6,,,,
185,2017-06-04 23:00,19.9,,6.1,20,56,12.9,10.8,1005.4,1013.7,,,,,,,,,2000,,,20.9,,,,
185,2017-06-05 00:00,19.4,,3.4,20,56,12.5,10.3,1005.2,1013.5,,,,,,,,,2000,,,20.6,,,,
185,2017-06-05 01:00,18.4,,4.2,20,71,15,13,1004.7,1013,,,,,,,,,2000,,,20.1,,,,
185,2017-06-05 02:00,18.8,,4.1,50,66,14.3,12.3,1004.3,1012.6,,,,,,,,,2000,,,20.1,,,,
185,2017-06-05 03:00,17.6,,2.3,90,65,13,10.9,1004.7,1013.1,,,,,,,,,2000,,,20,,,,
185,2017-06-05 04:00,18.7,,4.6,50,61,13.1,11,1004.5,1012.8,,,,,,,,,2000,,,19.8,,,,
185,2017-06-05 05:00,18.2,,2.8,70,61,12.7,10.5,1005,1013.3,,,,,,,,,2000,,,19.6,,,,
185,2017-06-05 06:00,18.7,,2.6,50,59,12.7,10.5,1005.5,1013.8,0,0,,,,,,,2000,,,19.5,,,,
185,2017-06-05 07:00,18.4,,2.4,110,67,14.1,12.1,1005.7,1014,0,.1,,,,,,,1919,,,20.2,,,,
185,2017-06-05 08:00,20.1,,1.1,90,69,16.2,14.2,1005.9,1014.2,0,.3,,,,,,,1238,,,22.1,,,,
185,2017-06-05 09:00,21,,1.9,230,66,16.3,14.3,1006.3,1014.6,0,.75,,,,,,,1693,,,26.4,,,,
185,2017-06-05 10:00,22,,1.5,250,61,16.1,14.1,1006.5,1014.7,1,1.47,,,,,,,1795,,,33.3,,,,
185,2017-06-05 11:00,22.7,,2.4,320,59,16.2,14.2,1006.7,1014.9,.9,1.75,,,,,,,1990,,,37.1,,,,
185,2017-06-05 12:00,22.8,,2.3,290,57,15.8,13.8,1006.3,1014.5,1,1.82,,,,,,,2000,,,39.6,,,,
185,2017-06-05 13:00,25,,1.9,360,46,14.5,12.5,1005.8,1014,1,2.32,,,,,,,1976,,,43.7,,,,
185,2017-06-05 14:00,27,,3.9,140,38,13.5,11.4,1005.8,1013.9,.5,1.82,,,,,,,1908,,,42,,,,
185,2017-06-05 15:00,25.2,,2.6,90,37,11.8,9.4,1005.8,1014,.3,1.38,,,,,,,2000,,,39.7,,,,
185,2017-06-05 16:00,24.1,,1.8,50,43,12.9,10.7,1005.7,1013.8,.1,1.1,,,,,,,2000,,,37.6,,,,
185,2017-06-05 17:00,25.1,,4.9,110,37,11.7,9.3,1005.4,1013.6,.1,.89,,,,,,,2000,,,35.3,,,,
185,2017-06-05 18:00,25.2,,3.7,110,39,12.4,10.2,1005.8,1014,.6,.63,,,,,,,2000,,,32.2,,,,
185,2017-06-05 19:00,23.2,,2.9,90,56,15.9,13.9,1006.2,1014.4,.6,.29,,,,,,,2000,,,29.1,,,,
185,2017-06-05 20:00,21.5,,.4,0,65,16.6,14.6,1006.7,1015,0,.02,,,,,,,2000,,,26.4,,,,
185,2017-06-05 21:00,21,,.6,320,66,16.3,14.3,1007.2,1015.5,,,,,,,,,2000,,,24.5,,,,
185,2017-06-05 22:00,20.2,,2.2,110,69,16.3,14.3,1007.5,1015.8,,,,,,,,,2000,,,23.5,,,,
185,2017-06-05 23:00,20.2,,3.2,110,53,12.5,10.3,1007.6,1015.9,,,,,,,,,2000,,,22.8,,,,
185,2017-06-06 00:00,21.3,,6.1,110,48,12.1,9.8,1006.9,1015.2,,,,,,,,,2000,,,22.4,,,,
185,2017-06-06 01:00,21.1,,6,110,52,12.9,10.8,1006.2,1014.5,,,,,,,,,2000,,,22.3,,,,
185,2017-06-06 02:00,21.5,,5.4,110,45,11.5,9,1005.9,1014.2,,,,,,,,,2000,,,22,,,,
185,2017-06-06 03:00,21,,7.7,110,61,15.1,13.1,1005.8,1014.1,,,,,,,,,2000,,,22.1,,,,
185,2017-06-06 04:00,21.2,,7.6,110,58,14.5,12.5,1005.2,1013.5,,,,,,,,,2000,,,22.1,,,,
185,2017-06-06 05:00,21.4,0,5.3,110,51,12.9,10.8,1005.6,1013.9,,,,,,,,,2000,,,21.7,,,,
185,2017-06-06 06:00,21.3,0,4.8,110,51,12.9,10.7,1006,1014.3,0,0,,,,,,,1924,,,21.5,,,,
185,2017-06-06 07:00,18,,6,110,83,17,15,1005.3,1013.6,0,.02,,,,,,,1542,,,20.6,,,,
185,2017-06-06 08:00,18,,5.2,110,87,17.8,15.7,1005.4,1013.7,0,.02,,,,,,,1676,,,20.4,,,,
185,2017-06-06 09:00,19.2,,5.1,110,75,16.6,14.6,1005.2,1013.5,0,.13,,,,,,,2000,,,20.6,,,,
185,2017-06-06 10:00,18.7,,5.6,110,83,17.8,15.7,1005,1013.3,0,.2,,,,,,,1351,,,20.9,,,,
185,2017-06-06 11:00,18.2,1,7.7,110,98,20.4,17.8,1004.1,1012.4,0,.24,,,,,,,787,,,21.1,,,,
185,2017-06-06 12:00,19.4,1.9,9.6,110,98,22,19,1002.8,1011.1,0,.37,,,,,,,1166,,,21.4,,,,
185,2017-06-06 13:00,19.2,.1,10.6,110,100,22.1,19.1,1002.5,1010.8,0,.3,,,,,,,1265,,,21.2,,,,
185,2017-06-06 14:00,19.6,.5,10.4,110,100,22.7,19.5,1001.4,1009.6,0,.36,,,,,,,646,,,21.7,,,,
185,2017-06-06 15:00,19.8,0,10,110,100,22.9,19.7,1001.3,1009.5,0,.35,,,,,,,1133,,,21.9,,,,
185,2017-06-06 16:00,20.3,.7,10.7,140,100,23.7,20.2,1000.8,1009.1,0,.32,,,,,,,430,,,22.2,,,,
185,2017-06-06 17:00,20.3,1.7,11.3,140,100,23.7,20.2,1000.1,1008.4,0,.25,,,,,,,208,,,22.1,,,,
185,2017-06-06 18:00,19.7,1.7,12,140,100,22.8,19.6,1000.2,1008.4,0,.05,,,,,,,85,,,21.4,,,,
185,2017-06-06 19:00,19.7,2.6,10.4,140,100,22.8,19.6,1000.2,1008.4,0,0,,,,,,,237,,,20.9,,,,
185,2017-06-06 20:00,19.8,3.9,10.3,110,100,22.9,19.7,1000.2,1008.4,0,0,,,,,,,183,,,20.6,,,,
185,2017-06-06 21:00,20,3.1,9.4,110,100,23.2,19.9,1000.4,1008.7,,,,,,,,,158,,,20.7,,,,
185,2017-06-06 22:00,20.1,4.8,7.8,140,100,23.4,20,1000.7,1009,,,,,,,,,180,,,20.7,,,,
185,2017-06-06 23:00,19.9,2.1,7.4,140,100,23.1,19.8,1000.8,1009.1,,,,,,,,,14,,,20.7,,,,
185,2017-06-07 00:00,19.8,.3,7.4,160,100,22.9,19.7,999.9,1008.1,,,,,,,,,10,,,20.7,,,,
185,2017-06-07 01:00,20.2,.1,6.7,200,100,23.5,20.1,999.5,1007.8,,,,,,,,,8,,,20.7,,,,
185,2017-06-07 02:00,19.6,.1,7.8,270,100,22.7,19.5,999.2,1007.4,,,,,,,,,11,,,20.7,,,,
185,2017-06-07 03:00,19.1,,7.1,270,100,22,19,999.2,1007.4,,,,,,,,,132,,,20.5,,,,
185,2017-06-07 04:00,18.6,,.5,320,100,21.3,18.5,999.1,1007.4,,,,,,,,,261,,,20.3,,,,
185,2017-06-07 05:00,18.5,.3,0,0,100,21.2,18.4,999.1,1007.4,,,,,,,,,231,,,20.1,,,,
185,2017-06-07 06:00,18.5,.8,.2,0,100,21.2,18.4,999.4,1007.7,0,0,,,,,,,240,,,19.9,,,,
185,2017-06-07 07:00,18.8,0,4.7,290,100,21.6,18.7,999.4,1007.7,0,.05,,,,,,,345,,,20.2,,,,
185,2017-06-07 08:00,19.6,,7.2,290,100,22.7,19.5,999.9,1008.1,.1,.33,,,,,,,320,,,21.3,,,,
185,2017-06-07 09:00,20.7,,5.9,290,98,23.8,20.3,1000.3,1008.6,.4,.78,,,,,,,388,,,24.2,,,,
185,2017-06-07 10:00,20.4,,7.1,290,93,22.2,19.2,1000.3,1008.6,.7,1.23,,,,,,,485,,,27.1,,,,
185,2017-06-07 11:00,22.2,,6.9,290,86,22.9,19.7,1000.7,1008.9,.9,1.89,,,,,,,1075,,,31,,,,
185,2017-06-07 12:00,22.3,,7.7,320,82,22,19,1000.7,1008.9,1,2.12,,,,,,,1982,,,33,,,,
185,2017-06-07 13:00,22.7,,7.7,320,83,22.8,19.6,1000.6,1008.8,1,2.27,,,,,,,2000,,,34.6,,,,
185,2017-06-07 14:00,22,,8.2,320,83,21.8,18.9,1000.6,1008.8,.7,1.92,,,,,,,1954,,,33.5,,,,
185,2017-06-07 15:00,21.3,,8.1,320,85,21.4,18.6,1000.6,1008.8,.4,1.31,,,,,,,1960,,,31.5,,,,
185,2017-06-07 16:00,21.4,,9.6,320,84,21.3,18.5,1000.4,1008.6,.2,1.08,,,,,,,1965,,,30.2,,,,
185,2017-06-07 17:00,18.4,,9.7,320,92,19.4,17,1000.4,1008.7,.8,1.1,,,,,,,1790,,,28.6,,,,
185,2017-06-07 18:00,18.4,,9.9,320,91,19.1,16.8,1000.5,1008.8,.4,.5,,,,,,,2000,,,25.9,,,,
185,2017-06-07 19:00,17.9,,10.7,340,92,18.8,16.5,1000.7,1009,.5,.22,,,,,,,2000,,,23.4,,,,
185,2017-06-07 20:00,17.7,,10.1,320,94,19,16.7,1001.5,1009.8,.1,.03,,,,,,,2000,,,21.9,,,,
185,2017-06-07 21:00,17.4,,10.3,340,94,18.6,16.4,1002.2,1010.6,,,,,,,,,2000,,,20.6,,,,
185,2017-06-07 22:00,17.1,,9.8,340,93,18.1,15.9,1002.9,1011.3,,,,,,,,,2000,,,19.7,,,,
185,2017-06-07 23:00,17,,9,340,96,18.5,16.3,1002.7,1011.1,,,,,,,,,2000,,,19.2,,,,
185,2017-06-08 00:00,16.9,,9.1,340,94,18.1,15.9,1002.8,1011.2,,,,,,,,,2000,,,18.6,,,,
185,2017-06-08 01:00,16.9,,8.3,340,95,18.2,16,1002.7,1011.1,,,,,,,,,2000,,,18.3,,,,
185,2017-06-08 02:00,16.9,,7.9,340,94,18.1,15.9,1002.6,1011,,,,,,,,,2000,,,18,,,,
185,2017-06-08 03:00,16.9,,7.1,340,95,18.2,16,1002.7,1011.1,,,,,,,,,2000,,,17.8,,,,
185,2017-06-08 04:00,16.8,,6.9,340,98,18.6,16.4,1003.2,1011.6,,,,,,,,,2000,,,17.6,,,,
185,2017-06-08 05:00,17,,7.6,340,94,18.2,16,1003.5,1011.9,,,,,,,,,2000,,,17.7,,,,
185,2017-06-08 06:00,17,,8.1,340,97,18.8,16.5,1003.9,1012.3,0,.01,,,,,,,1997,,,17.6,,,,
185,2017-06-08 07:00,17,,6.7,340,100,19.2,16.9,1004.2,1012.6,.2,.2,,,,,,,716,,,18.4,,,,
185,2017-06-08 08:00,18.5,,5.2,340,91,19.2,16.9,1004.7,1013,1,.73,,,,,,,2000,,,21.5,,,,
185,2017-06-08 09:00,19.3,,7.2,340,87,19.4,17,1005.1,1013.4,1,1.3,,,,,,,1985,,,25,,,,
185,2017-06-08 10:00,20.3,,6.8,340,82,19.5,17.1,1004.8,1013.1,1,1.79,,,,,,,2000,,,28.7,,,,
185,2017-06-08 11:00,20.7,,6.6,340,82,20,17.5,1005,1013.3,1,2.19,,,,,,,1957,,,31.5,,,,
185,2017-06-08 12:00,21.2,,6,340,83,20.8,18.1,1004.9,1013.2,1,2.42,,,,,,,1900,,,33.7,,,,
185,2017-06-08 13:00,21,,6,340,82,20.4,17.8,1004.7,1013,1,2.52,,,,,,,1981,,,34.7,,,,
185,2017-06-08 14:00,22.5,,5.4,320,77,20.9,18.2,1004.2,1012.4,1,2.44,,,,,,,1992,,,35.2,,,,
185,2017-06-08 15:00,22.1,,6.2,320,77,20.4,17.8,1003.7,1011.9,1,2.22,,,,,,,2000,,,34.8,,,,
185,2017-06-08 16:00,22.3,,6.9,320,80,21.4,18.6,1003.8,1012,1,1.88,,,,,,,1964,,,33.1,,,,
185,2017-06-08 17:00,20.9,,7.8,320,81,20,17.5,1003.3,1011.6,1,1.42,,,,,,,1950,,,30.4,,,,
185,2017-06-08 18:00,19.5,,6.9,340,85,19.2,16.9,1003.6,1011.9,1,.78,,,,,,,1937,,,26.8,,,,
185,2017-06-08 19:00,18.7,,5.8,340,92,19.7,17.3,1003.3,1011.6,.1,.18,,,,,,,1267,,,24.2,,,,
185,2017-06-08 20:00,18.5,,3.3,340,89,18.9,16.6,1003.3,1011.6,0,.03,,,,,,,1138,,,22.4,,,,
185,2017-06-08 21:00,17.8,,2.3,360,93,18.9,16.6,1003.1,1011.4,,,,,,,,,885,,,21.1,,,,
185,2017-06-08 22:00,17.3,,2.4,340,93,18.3,16.1,1003.9,1012.3,,,,,,,,,795,,,20.1,,,,
185,2017-06-08 23:00,17.1,,2.7,320,95,18.4,16.2,1003.5,1011.9,,,,,,,,,807,,,19.3,,,,
185,2017-06-09 00:00,17.4,,3.6,340,98,19.4,17,1003.3,1011.7,,,,,,,,,625,,,18.8,,,,
185,2017-06-09 01:00,17.6,,2.2,320,100,20,17.5,1002.8,1011.1,,,,,,,,,293,,,18.7,,,,
185,2017-06-09 02:00,17.5,,.4,0,99,19.7,17.3,1002.2,1010.5,,,,,,,,,438,,,18.6,,,,
185,2017-06-09 03:00,17.9,,2.8,340,97,19.9,17.4,1002.4,1010.7,,,,,,,,,568,,,18.7,,,,
185,2017-06-09 04:00,18,,2.5,340,95,19.5,17.1,1002.4,1010.7,,,,,,,,,675,,,18.4,,,,
185,2017-06-09 05:00,18,,3.4,340,92,18.9,16.6,1003.2,1011.5,,,,,,,,,761,,,18.5,,,,
185,2017-06-09 06:00,18.1,,1.5,320,97,20.1,17.6,1003.1,1011.4,0,.01,,,,,,,558,,,18.7,,,,
185,2017-06-09 07:00,18.9,,1.2,340,95,20.6,18,1003.1,1011.4,.1,.2,,,,,,,609,,,19.8,,,,
185,2017-06-09 08:00,19.9,,1.6,290,92,21.3,18.5,1003.3,1011.6,.1,.35,,,,,,,667,,,21.1,,,,
185,2017-06-09 09:00,20.1,,1.6,290,89,20.9,18.2,1003.2,1011.5,.1,.56,,,,,,,740,,,22.9,,,,
185,2017-06-09 10:00,20.4,,1.4,250,88,21,18.3,1003.2,1011.5,.5,1.21,,,,,,,858,,,26.9,,,,
185,2017-06-09 11:00,20.1,,3.3,230,93,21.8,18.9,1002.7,1011,1,2.11,,,,,,,768,,,31.6,,,,
185,2017-06-09 12:00,20.5,,4,230,93,22.4,19.3,1003,1011.3,1,2.4,,,,,,,834,,,34.1,,,,
185,2017-06-09 13:00,21.3,,4.3,250,89,22.5,19.4,1002.8,1011,1,2.5,,,,,,,1257,,,35.5,,,,
185,2017-06-09 14:00,21.4,,4.1,230,87,22.1,19.1,1002.2,1010.4,1,2.44,,,,,,,1873,,,35.8,,,,
185,2017-06-09 15:00,21.3,,4.2,230,89,22.5,19.4,1001.8,1010,1,2.21,,,,,,,1707,,,35.3,,,,
185,2017-06-09 16:00,21.2,,4.5,230,88,22.1,19.1,1001.6,1009.8,1,1.87,,,,,,,1762,,,33.5,,,,
185,2017-06-09 17:00,20.5,,4.5,230,89,21.4,18.6,1000.8,1009.1,1,1.26,,,,,,,1132,,,30.5,,,,
185,2017-06-09 18:00,20.5,,3.6,230,90,21.6,18.7,1001.2,1009.5,.9,.78,,,,,,,1066,,,28.1,,,,
185,2017-06-09 19:00,20,,2.6,180,90,21,18.3,1001.6,1009.9,.5,.3,,,,,,,1051,,,25.8,,,,
185,2017-06-09 20:00,19.7,,3.2,140,92,21,18.3,1001.6,1009.8,0,.05,,,,,,,772,,,23.7,,,,
185,2017-06-09 21:00,19.6,,3.4,140,94,21.4,18.6,1002,1010.2,,,,,,,,,413,,,22.5,,,,
185,2017-06-09 22:00,19.8,,3,140,96,22.1,19.1,1002.2,1010.4,,,,,,,,,316,,,22,,,,
185,2017-06-09 23:00,19.8,,3.3,140,99,22.8,19.6,1002.2,1010.4,,,,,,,,,193,,,21.6,,,,
185,2017-06-10 00:00,20,,4.2,160,99,23.1,19.8,1002.2,1010.5,,,,,,,,,128,,,21.6,,,,
185,2017-06-10 01:00,20.1,,3.3,160,100,23.4,20,1001.7,1010,,,,,,,,,76,,,21.8,,,,
185,2017-06-10 02:00,19.9,,3.9,160,100,23.1,19.8,1001.3,1009.6,,,,,,,,,12,,,21.8,,,,
185,2017-06-10 03:00,19.7,,3.6,160,100,22.8,19.6,1000.9,1009.1,,,,,,,,,6,,,21.7,,,,
185,2017-06-10 04:00,19.7,,3,160,100,22.8,19.6,1001.3,1009.5,,,,,,,,,6,,,21.6,,,,
185,2017-06-10 05:00,20,,3.4,160,100,23.2,19.9,1001,1009.3,,,,,,,,,7,,,21.5,,,,
185,2017-06-10 06:00,20,,4.4,160,100,23.2,19.9,1000.9,1009.2,0,0,,,,,,,27,,,21.4,,,,
185,2017-06-10 07:00,20.2,,3.6,160,100,23.5,20.1,1001.1,1009.4,0,.14,,,,,,,95,,,22,,,,
185,2017-06-10 08:00,20.7,,4.9,160,100,24.3,20.6,1001,1009.3,0,.29,,,,,,,197,,,22.8,,,,
185,2017-06-10 09:00,21.3,,4.4,160,97,24.4,20.7,1000.9,1009.1,0,.35,,,,,,,292,,,23.4,,,,
185,2017-06-10 10:00,21.8,,4.6,160,92,24,20.4,1000.8,1009,0,.52,,,,,,,453,,,24.4,,,,
185,2017-06-10 11:00,21.8,,5,160,93,24.3,20.6,1000.8,1009,0,.52,,,,,,,434,,,24.9,,,,
185,2017-06-10 12:00,22.3,,6.1,160,91,24.4,20.7,1000,1008.2,0,.6,,,,,,,481,,,25.5,,,,
