date,price_sk,price_ss,transaction_sk,transaction_ss,oil,snp,shanghai,kospi,hold_sk,hold_ss,exchange,export
2015-09-01,35075.0,1085000.0,4284784.5,240372.0,45.0,1913.85,3167.0,230.0,48.78,51.1,1176.0,146654.54545454544
2015-09-02,34350.0,1090000.0,4161070.0,312683.0,46.0,1948.86,3160.0,230.0,48.71,51.12,1184.0,146654.54545454544
2015-09-03,35400.0,1122000.0,4222565.0,305142.0,47.0,1951.13,3133.333333333333,230.0,48.78,51.15,1190.0,146654.54545454544
2015-09-04,34850.0,1129000.0,2438126.0,251734.0,46.0,1921.22,3106.666666666666,228.0,48.74,51.17,1191.0,146654.54545454544
2015-09-07,34750.0,1112000.0,1624613.0,191805.0,44.0,1945.315,3080.0,227.0,48.74,51.12,1204.0,146654.54545454544
2015-09-08,34750.0,1131000.0,1494929.0,182330.0,46.0,1969.41,3170.0,228.0,48.73,51.12,1198.0,146654.54545454544
2015-09-09,36000.0,1147000.0,3035809.0,259376.0,44.0,1942.04,3243.0,234.0,48.76,51.07,1194.0,146654.54545454544
2015-09-10,35950.0,1134000.0,3079224.0,362568.0,46.0,1952.29,3198.0,237.0,48.72,51.01,1187.0,146654.54545454544
2015-09-11,35000.0,1115000.0,3242067.0,204167.0,45.0,1961.05,3200.0,234.0,48.68,51.0,1186.0,146654.54545454544
2015-09-14,34600.0,1124000.0,2163452.0,167073.0,44.0,1953.03,3115.0,233.0,48.59,51.0,1183.0,146654.54545454544
2015-09-15,34850.0,1123000.0,3019914.0,232956.0,45.0,1978.09,3005.0,234.0,48.45,50.97,1182.0,146654.54545454544
2015-09-16,35100.0,1152000.0,3876376.0,343763.0,47.0,1995.31,3152.0,239.0,48.53,50.95,1175.0,146654.54545454544
2015-09-17,36150.0,1157000.0,4734065.0,273960.0,47.0,1990.2,3086.0,239.0,48.73,50.93,1168.0,146654.54545454544
2015-09-18,35750.0,1190000.0,3267741.0,436270.0,45.0,1958.03,3098.0,241.0,48.73,50.97,1162.0,146654.54545454544
2015-09-21,34800.0,1150000.0,2538367.0,205359.0,47.0,1966.97,3157.0,237.0,48.67,50.93,1177.0,146654.54545454544
2015-09-22,34900.0,1145000.0,2004067.0,250675.0,46.0,1942.74,3186.0,239.0,48.67,50.88,1183.0,146654.54545454544
2015-09-23,34700.0,1131000.0,1641929.0,197649.0,44.0,1938.76,3116.0,234.0,48.67,50.84,1190.0,146654.54545454544
2015-09-24,33850.0,1126000.0,4172759.0,132721.0,45.0,1932.24,3143.0,234.0,48.43,50.81,1194.0,146654.54545454544
2015-09-25,34350.0,1112000.0,2813254.0,209160.0,46.0,1931.34,3092.0,234.0,48.33,50.76,1194.0,146654.54545454544
2015-09-28,34083.333333333336,1119333.333333333,3261717.333333333,292418.66666666674,44.0,1881.77,3101.0,235.0,48.26,50.76333333333334,1190.0,146654.54545454544
2015-09-29,33816.666666666664,1126666.666666667,3710180.666666666,375677.33333333343,45.0,1884.09,3038.0,236.0,48.19,50.76666666666666,1186.0,146654.54545454544
2015-09-30,33550.0,1134000.0,4158644.0,458936.0,45.0,1920.03,3053.0,237.0,48.12,50.77,1182.0,146654.54545454544
2015-10-01,34050.0,1134000.0,3605647.0,241041.0,45.0,1923.82,3068.0,239.0,48.03,50.76,1177.0,133205.45454545456
2015-10-02,34550.0,1119000.0,3052650.0,274302.0,46.0,1951.36,3083.0,237.0,48.08,50.71,1183.0,133205.45454545456
2015-10-05,35350.0,1115000.0,4367169.0,241935.0,46.0,1987.05,3098.0,238.0,48.14,50.67,1168.0,133205.45454545456
2015-10-06,37200.0,1151000.0,5944141.0,382987.0,49.0,1979.92,3113.0,240.0,48.32,50.65,1167.0,133205.45454545456
2015-10-07,37300.0,1251000.0,3879936.0,799502.0,48.0,1995.83,3128.0,244.0,48.26,50.77,1157.0,133205.45454545456
2015-10-08,37550.0,1270000.0,3824312.0,570677.0,49.0,2013.43,3143.0,246.0,48.25,50.87,1162.0,133205.45454545456
2015-10-09,37200.0,1265000.0,3171743.0,474825.5,50.0,2014.89,3183.0,246.0,48.26000000000001,50.86,1153.0,133205.45454545456
2015-10-12,36850.0,1260000.0,2519174.0,378974.0,47.0,2017.46,3288.0,246.0,48.27,50.85,1144.0,133205.45454545456
2015-10-13,36000.0,1252000.0,2961513.0,198000.0,47.0,2003.69,3293.0,246.0,48.3,50.83,1150.0,133205.45454545456
2015-10-14,36400.0,1254000.0,3720738.0,175051.0,47.0,1994.24,3262.0,245.0,48.41,50.81,1145.0,133205.45454545456
2015-10-15,36750.0,1269000.0,2943506.0,248503.0,46.0,2023.86,3338.0,248.0,48.45,50.79,1127.0,133205.45454545456
2015-10-16,36250.0,1265000.0,2455667.0,143968.0,47.0,2033.11,3391.0,247.0,48.42,50.74,1133.0,133205.45454545456
2015-10-19,35750.0,1256000.0,1967828.0,117070.0,46.0,2033.66,3387.0,247.0,48.38,50.73,1124.0,133205.45454545456
2015-10-20,35700.0,1266000.0,2686193.0,150347.0,46.0,2030.77,3425.0,249.0,48.32,50.7,1132.0,133205.45454545456
2015-10-21,33650.0,1270000.0,9957394.0,139567.0,45.0,2018.94,3321.0,249.0,47.9,50.69,1137.0,133205.45454545456
2015-10-22,31950.0,1280000.0,10914420.0,230673.0,45.0,2052.51,3369.0,247.0,47.49,50.66,1138.0,133205.45454545456
2015-10-23,32100.0,1289000.0,6341772.0,263071.0,45.0,2075.15,3412.0,249.0,47.51,50.63,1128.0,133205.45454545456
2015-10-26,32900.0,1292000.0,3326112.0,152165.0,44.0,2071.18,3430.0,250.0,47.54,50.63,1133.0,133205.45454545456
2015-10-27,32150.0,1298000.0,3535671.0,132241.0,43.0,2065.89,3434.0,250.0,47.42,50.61,1134.0,133205.45454545456
2015-10-28,31450.0,1308000.0,4322506.0,271303.0,46.0,2090.35,3375.0,250.0,47.26,50.56,1132.0,133205.45454545456
2015-10-29,31450.0,1325000.0,4273016.0,630471.0,46.0,2089.41,3387.0,249.0,47.13,50.62,1145.0,133205.45454545456
2015-10-30,31683.33333333333,1372000.0,4346348.666666667,509385.0,47.0,2079.36,3383.0,249.0,46.95,50.67,1139.0,133205.45454545456
2015-11-01,31916.66666666667,1377500.0,4419681.333333333,447965.5,46.5,2091.705,3354.0,250.0,46.99500000000001,50.685,1140.0,124808.18181818182
2015-11-02,32150.0,1383000.0,4493014.0,386546.0,46.0,2104.05,3325.0,251.0,47.04,50.7,1141.0,124808.18181818182
2015-11-03,31900.0,1352000.0,4453120.0,301840.0,48.0,2109.79,3317.0,252.0,46.96,50.67,1134.0,124808.18181818182
2015-11-04,32600.0,1330000.0,3276995.0,281070.0,46.0,2102.31,3460.0,252.0,47.08,50.66,1134.0,124808.18181818182
2015-11-05,32650.0,1342000.0,1928001.0,173042.0,45.0,2099.93,3523.0,252.0,47.12,50.67,1139.0,124808.18181818182
2015-11-06,31200.0,1338000.0,5219855.0,164322.0,44.0,2099.2,3590.0,250.0,46.99,50.65,1142.0,124808.18181818182
2015-11-09,31250.0,1344000.0,3563095.0,185661.0,44.0,2078.58,3647.0,249.0,46.92,50.64,1159.0,124808.18181818182
2015-11-10,31150.0,1321000.0,2724051.0,197551.0,44.0,2081.72,3640.0,246.0,46.89,50.62,1159.0,124808.18181818182
2015-11-11,31000.0,1333000.0,2898877.0,140449.0,43.0,2075.0,3650.0,246.0,46.87,50.61,1156.0,124808.18181818182
2015-11-12,30700.0,1317000.0,1537585.0,157417.0,42.0,2045.97,3633.0,245.0,46.84,50.57,1160.0,124808.18181818182
2015-11-13,30600.0,1300000.0,1944519.0,177677.0,41.0,2023.04,3581.0,243.0,46.84,50.55,1166.0,124808.18181818182
2015-11-16,30500.0,1263000.0,2351453.0,275705.0,42.0,2053.19,3607.0,239.0,46.78,50.51,1172.0,124808.18181818182
2015-11-17,30600.0,1270000.0,1935683.0,186184.0,41.0,2050.44,3605.0,241.0,46.73,50.5,1173.0,124808.18181818182
2015-11-18,30550.0,1281000.0,3137103.0,167735.0,41.0,2083.58,3568.0,241.0,46.76,50.5,1171.0,124808.18181818182
2015-11-19,31200.0,1289000.0,2525784.0,192850.0,42.0,2081.24,3617.0,245.0,46.82,50.46,1164.0,124808.18181818182
2015-11-20,31000.0,1285000.0,2097039.0,168720.0,42.0,2089.17,3631.0,245.0,46.81,50.41,1157.0,124808.18181818182
2015-11-23,30650.0,1282000.0,2430154.0,198820.0,42.0,2086.59,3610.0,246.0,46.77,50.37,1160.0,124808.18181818182
2015-11-24,30200.0,1299000.0,3308696.0,159560.0,43.0,2089.14,3616.0,248.0,46.65,50.35,1154.0,124808.18181818182
2015-11-25,31900.0,1299000.0,6941459.0,142627.0,43.0,2088.87,3648.0,247.0,46.84,50.31,1144.0,124808.18181818182
2015-11-26,32750.0,1335000.0,13223992.0,185800.0,43.0,2089.49,3636.0,249.0,46.94,50.31,1150.0,124808.18181818182
2015-11-27,32175.0,1327000.0,8570934.5,169854.0,42.0,2090.11,3436.0,249.0,46.88,50.27,1156.0,124808.18181818182
2015-11-30,31600.0,1284000.0,3917877.0,534006.0,42.0,2080.41,3445.0,244.0,46.78,50.16,1158.0,124808.18181818182
2015-12-01,31350.0,1321000.0,3752942.0,252113.0,42.0,2102.63,3456.0,249.0,46.71,50.25,1158.0,111794.78260869565
2015-12-02,31200.0,1300000.0,2731791.0,229628.0,40.0,2079.51,3537.0,247.0,46.56,50.11,1164.0,111794.78260869565
2015-12-03,31150.0,1290000.0,1730137.0,166695.0,41.0,2049.62,3585.0,245.0,46.52,50.08,1165.0,111794.78260869565
2015-12-04,31200.0,1269000.0,2125421.0,192711.0,40.0,2091.69,3525.0,242.0,46.53,50.03,1161.0,111794.78260869565
2015-12-07,30700.0,1262000.0,2238378.0,196107.0,38.0,2077.07,3537.0,241.0,46.5,49.99,1168.0,111794.78260869565
2015-12-08,30200.0,1262000.0,2483443.0,138322.0,38.0,2063.59,3470.0,239.0,46.43,49.96,1178.0,111794.78260869565
2015-12-09,30250.0,1263000.0,1524501.0,181812.0,37.0,2063.6536363636365,3472.0,239.0,46.41,49.91,1182.0,111794.78260869565
2015-12-10,30300.0,1283000.0,3145787.0,303867.0,37.0,2063.7172727272728,3456.0,241.0,46.4,49.85,1181.0,111794.78260869565
2015-12-11,29650.0,1284000.0,3407682.0,206729.0,36.0,2063.780909090909,3435.0,240.0,46.37,49.8,1182.0,111794.78260869565
2015-12-14,29000.0,1261000.0,3669577.0,222801.0,36.0,2063.8445454545454,3521.0,238.0,46.35,49.72,1186.0,111794.78260869565
2015-12-15,29400.0,1277000.0,2006190.0,175494.0,37.0,2063.9081818181817,3510.0,239.0,46.37,49.65,1181.0,111794.78260869565
2015-12-16,30400.0,1299000.0,2601080.0,207962.0,36.0,2063.9718181818184,3516.0,243.0,46.34,49.62,1177.0,111794.78260869565
2015-12-17,30250.0,1290000.0,2210682.0,174677.0,35.0,2064.0354545454547,3580.0,244.0,46.34,49.57,1181.0,111794.78260869565
2015-12-18,30600.0,1278000.0,2854920.0,168369.0,35.0,2064.099090909091,3579.0,243.0,46.38,49.56,1184.0,111794.78260869565
2015-12-21,30500.0,1280000.0,1576561.0,160466.0,35.0,2064.1627272727274,3642.0,244.0,46.4,49.5,1178.0,111794.78260869565
2015-12-22,32200.0,1292000.0,6861264.0,206192.0,36.0,2064.226363636364,3652.0,245.0,46.8,49.49,1171.0,111794.78260869565
2015-12-23,32700.0,1295000.0,5331047.0,207148.0,38.0,2064.29,3636.0,247.0,46.94,49.46,1177.0,111794.78260869565
2015-12-24,31700.0,1285000.0,3624175.0,156151.0,38.0,2060.99,3612.0,245.0,47.1,49.42,1171.0,111794.78260869565
2015-12-25,31533.33333333333,1275500.0,3071354.333333333,191690.5,37.5,2058.745,3628.0,243.5,47.115,49.425,1168.5,111794.78260869565
2015-12-28,31366.66666666667,1266000.0,2518533.666666667,227230.0,37.0,2056.5,3534.0,242.0,47.13,49.43,1166.0,111794.78260869565
2015-12-29,31200.0,1254000.0,1965713.0,232944.0,38.0,2078.36,3564.0,241.0,47.15,49.39,1169.0,111794.78260869565
2015-12-30,30750.0,1260000.0,1801261.0,203958.0,37.0,2063.36,3573.0,240.0,47.17,49.39,1173.0,111794.78260869565
2015-12-31,30550.0,1241666.666666667,1826853.666666667,238285.0,37.0,2043.94,3539.0,238.33333333333331,47.19666666666666,49.37666666666666,1178.0,111794.78260869565
2016-01-01,30350.0,1223333.333333333,1852446.333333333,272612.0,37.0,2028.3,3417.5,236.66666666666663,47.223333333333336,49.36333333333334,1184.0,117960.95238095238
2016-01-04,30150.0,1205000.0,1878039.0,306939.0,37.0,2012.66,3296.0,235.0,47.25,49.35,1190.0,117960.95238095238
2016-01-05,30600.0,1208000.0,2482905.0,216002.0,36.0,2016.71,3288.0,236.0,47.25,49.34,1190.0,117960.95238095238
2016-01-06,30750.0,1175000.0,2461593.0,366752.0,34.0,1990.26,3362.0,235.0,47.32,49.32,1200.0,117960.95238095238
2016-01-07,30200.0,1163000.0,2424880.0,282388.0,33.0,1943.09,3125.0,232.0,47.32,49.28,1200.0,117960.95238095238
2016-01-08,29700.0,1171000.0,3967121.0,257763.0,33.0,1922.03,3186.0,234.0,47.23,49.26,1200.0,117960.95238095238
2016-01-11,28650.0,1152000.0,5358223.0,241277.0,31.0,1923.67,3017.0,231.0,47.03,49.19,1207.0,117960.95238095238
2016-01-12,27800.0,1146000.0,4418384.0,206283.0,30.0,1938.68,3023.0,231.0,46.94,49.15,1213.0,117960.95238095238
2016-01-13,27850.0,1148000.0,4188159.5,143316.0,30.0,1890.28,2950.0,234.0,46.9,49.14,1204.0,117960.95238095238
2016-01-14,27900.0,1138000.0,3957935.0,209022.0,31.0,1921.84,3008.0,231.0,46.91,49.12,1214.0,117960.95238095238
2016-01-15,26800.0,1132000.0,5431851.0,209464.0,29.0,1880.33,2901.0,229.0,46.75,49.11,1215.0,117960.95238095238
2016-01-18,26700.0,1126000.0,3658921.0,320214.0,29.0,1880.83,2914.0,229.0,46.74,49.07,1212.0,117960.95238095238
2016-01-19,28300.0,1171000.0,4291742.0,207242.0,28.0,1881.33,3008.0,230.0,46.82,49.1,1207.0,117960.95238095238
2016-01-20,26800.0,1138000.0,4186899.0,167052.0,28.0,1859.33,2977.0,225.0,46.71,49.07,1217.0,117960.95238095238
2016-01-21,26600.0,1131000.0,2840628.0,190352.0,30.0,1868.99,2880.0,224.0,46.67,49.01,1214.0,117960.95238095238
2016-01-22,27150.0,1168000.0,2361216.0,147528.0,32.0,1906.9,2917.0,229.0,46.69,49.0,1199.0,117960.95238095238
2016-01-25,28000.0,1162000.0,2977310.0,159913.0,30.0,1877.08,2939.0,230.0,46.72,48.97,1198.0,117960.95238095238
2016-01-26,27850.0,1137000.0,5351814.0,152399.0,31.0,1903.63,2750.0,227.0,46.8,48.98,1205.0,117960.95238095238
2016-01-27,27750.0,1175000.0,4193630.5,276237.0,32.0,1882.95,2736.0,231.0,46.76,48.98,1203.0,117960.95238095238
2016-01-28,27650.0,1145000.0,3035447.0,315912.0,33.0,1893.36,2656.0,232.0,46.76,49.74,1206.0,117960.95238095238
2016-01-29,27300.0,1150000.0,2898720.0,436983.0,34.0,1940.24,2738.0,232.0,46.7,49.73,1205.0,117960.95238095238
2016-02-01,28400.0,1163000.0,4767927.0,259979.0,32.0,1939.38,2689.0,234.0,46.75,49.75,1203.0,107560.0
2016-02-02,28450.0,1156000.0,2865209.0,166348.0,30.0,1903.03,2750.0,231.0,46.76,49.75,1209.0,107560.0
2016-02-03,27450.0,1146000.0,2705269.0,174507.0,32.0,1912.53,2739.0,229.0,46.66,49.74,1217.0,107560.0
